trl,alpha1_opt,alpha2_opt,alpha3_opt
91,0.216204693928558,0.90211971162149,0.0384241224362608
92,0.209061775645156,0.838983711103242,0.0410678773999752
93,0.196635735163789,0.796549904910027,0.0433147435978158
94,0.183155856644963,0.772589728177714,0.0448189888055937
95,0.170541533186377,0.763139448331206,0.0455195670072071
96,0.159346769839324,0.764528257329492,0.0455312693175776
97,0.171874851103474,0.773899015827197,0.0454319960735268
98,0.175224953649022,0.75821501847316,0.0451058786911475
99,0.159990931215245,0.7579038176056,0.0455491297590442
100,0.146803695758657,0.769150746012582,0.0452057126633471
101,0.163170699444607,0.788666873026446,0.0447546143629785
102,0.170188189269024,0.773654833382814,0.0440505060654653
103,0.154358015288462,0.775305155685968,0.044432815646059
104,0.141411821872299,0.788497014207296,0.0440162018594683
105,0.130792897363046,0.809642345553249,0.043083906812285
106,0.121934573008205,0.836351498207124,0.041856797708515
107,0.114403156907353,0.867034922294852,0.0404850284863443
108,0.107888243370998,0.900619836099167,0.0390639678595349
109,0.105006695166971,0.936368015220148,0.037639231943585
110,0.118967966456896,0.968070353442849,0.0363169667834275
111,0.167390063398391,0.968208591335977,0.0357132522450936
112,0.185602273538027,0.906049394347606,0.0360595604002207
113,0.178816009412899,0.870139265563958,0.0378512222066492
114,0.166963424241781,0.838303253470556,0.0388962550708684
115,0.149867008937605,0.831251237100229,0.0398843283739685
116,0.138656990856487,0.836113728117412,0.0398870557667862
117,0.138518089977945,0.848929493561889,0.0394198142832715
118,0.155556863808866,0.851821578182683,0.0387476660418897
119,0.184039675638905,0.832331680585681,0.0388302563826667
120,0.183131480636241,0.791646968999228,0.039784345947089
121,0.174239978666266,0.77602995507676,0.0412131952920088
122,0.1680166201207,0.760360588416574,0.0415339436372168
123,0.164553260754389,0.757465097175737,0.0418841984071085
124,0.158467946994962,0.750447096242311,0.0416868266020775
125,0.15497870827451,0.7565871884194,0.0417077287763434
126,0.160860168412361,0.75572311323536,0.0410615418086145
127,0.174909655127922,0.750050119348467,0.0410484020371507
128,0.181896203956139,0.730744373900753,0.0414994804149543
129,0.175882087911088,0.71617638595863,0.0422875479020148
130,0.165762068475393,0.709498783638533,0.0427314435344909
131,0.15351263947185,0.713050458070108,0.0428305454005174
132,0.143845040996543,0.725113233013754,0.042365966985799
